"Cost","Gamma","Degree","Accuracy","AUC"
0.0078125,6.103515625e-05,1,0.746153846153846,0.5
0.015625,6.103515625e-05,1,0.746153846153846,0.5
0.03125,6.103515625e-05,1,0.746153846153846,0.5
0.0625,6.103515625e-05,1,0.746153846153846,0.5
0.125,6.103515625e-05,1,0.746153846153846,0.5
0.25,6.103515625e-05,1,0.746153846153846,0.5
0.5,6.103515625e-05,1,0.746153846153846,0.5
1,6.103515625e-05,1,0.746153846153846,0.5
2,6.103515625e-05,1,0.746153846153846,0.5
4,6.103515625e-05,1,0.746153846153846,0.5
8,6.103515625e-05,1,0.746153846153846,0.5
16,6.103515625e-05,1,0.746153846153846,0.5
32,6.103515625e-05,1,0.746153846153846,0.5
64,6.103515625e-05,1,0.746153846153846,0.5
3.0517578125e-05,0.0001220703125,1,0.746153846153846,0.5
6.103515625e-05,0.0001220703125,1,0.746153846153846,0.5
0.0001220703125,0.0001220703125,1,0.746153846153846,0.5
0.000244140625,0.0001220703125,1,0.746153846153846,0.5
0.00048828125,0.0001220703125,1,0.746153846153846,0.5
0.0009765625,0.0001220703125,1,0.746153846153846,0.5
0.001953125,0.0001220703125,1,0.746153846153846,0.5
0.00390625,0.0001220703125,1,0.746153846153846,0.5
0.0078125,0.0001220703125,1,0.746153846153846,0.5
0.015625,0.0001220703125,1,0.746153846153846,0.5
0.03125,0.0001220703125,1,0.746153846153846,0.5
0.0625,0.0001220703125,1,0.746153846153846,0.5
0.125,0.0001220703125,1,0.746153846153846,0.5
0.25,0.0001220703125,1,0.746153846153846,0.5
0.5,0.0001220703125,1,0.746153846153846,0.5
1,0.0001220703125,1,0.746153846153846,0.5
2,0.0001220703125,1,0.746153846153846,0.5
4,0.0001220703125,1,0.746153846153846,0.5
8,0.0001220703125,1,0.746153846153846,0.5
16,0.0001220703125,1,0.746153846153846,0.5
32,0.0001220703125,1,0.746153846153846,0.5
3.0517578125e-05,0.000244140625,1,0.746153846153846,0.5
6.103515625e-05,0.000244140625,1,0.746153846153846,0.5
0.0001220703125,0.000244140625,1,0.746153846153846,0.5
0.000244140625,0.000244140625,1,0.746153846153846,0.5
0.00048828125,0.000244140625,1,0.746153846153846,0.5
0.0009765625,0.000244140625,1,0.746153846153846,0.5
0.001953125,0.000244140625,1,0.746153846153846,0.5
0.00390625,0.000244140625,1,0.746153846153846,0.5
0.0078125,0.000244140625,1,0.746153846153846,0.5
0.015625,0.000244140625,1,0.746153846153846,0.5
0.03125,0.000244140625,1,0.746153846153846,0.5
0.0625,0.000244140625,1,0.746153846153846,0.5
0.125,0.000244140625,1,0.746153846153846,0.5
0.25,0.000244140625,1,0.746153846153846,0.5
0.5,0.000244140625,1,0.746153846153846,0.5
1,0.000244140625,1,0.746153846153846,0.5
2,0.000244140625,1,0.746153846153846,0.5
4,0.000244140625,1,0.746153846153846,0.5
8,0.000244140625,1,0.746153846153846,0.5
16,0.000244140625,1,0.746153846153846,0.5
3.0517578125e-05,0.00048828125,1,0.746153846153846,0.5
6.103515625e-05,0.00048828125,1,0.746153846153846,0.5
0.0001220703125,0.00048828125,1,0.746153846153846,0.5
0.000244140625,0.00048828125,1,0.746153846153846,0.5
0.00048828125,0.00048828125,1,0.746153846153846,0.5
0.0009765625,0.00048828125,1,0.746153846153846,0.5
0.001953125,0.00048828125,1,0.746153846153846,0.5
0.00390625,0.00048828125,1,0.746153846153846,0.5
0.0078125,0.00048828125,1,0.746153846153846,0.5
0.015625,0.00048828125,1,0.746153846153846,0.5
0.03125,0.00048828125,1,0.746153846153846,0.5
0.0625,0.00048828125,1,0.746153846153846,0.5
0.125,0.00048828125,1,0.746153846153846,0.5
0.25,0.00048828125,1,0.746153846153846,0.5
0.5,0.00048828125,1,0.746153846153846,0.5
1,0.00048828125,1,0.746153846153846,0.5
2,0.00048828125,1,0.746153846153846,0.5
4,0.00048828125,1,0.746153846153846,0.5
8,0.00048828125,1,0.746153846153846,0.5
3.0517578125e-05,0.0009765625,1,0.746153846153846,0.5
6.103515625e-05,0.0009765625,1,0.746153846153846,0.5
0.0001220703125,0.0009765625,1,0.746153846153846,0.5
0.000244140625,0.0009765625,1,0.746153846153846,0.5
0.00048828125,0.0009765625,1,0.746153846153846,0.5
0.0009765625,0.0009765625,1,0.746153846153846,0.5
0.001953125,0.0009765625,1,0.746153846153846,0.5
0.00390625,0.0009765625,1,0.746153846153846,0.5
0.0078125,0.0009765625,1,0.746153846153846,0.5
0.015625,0.0009765625,1,0.746153846153846,0.5
0.03125,0.0009765625,1,0.746153846153846,0.5
0.0625,0.0009765625,1,0.746153846153846,0.5
0.125,0.0009765625,1,0.746153846153846,0.5
0.25,0.0009765625,1,0.746153846153846,0.5
0.5,0.0009765625,1,0.746153846153846,0.5
1,0.0009765625,1,0.746153846153846,0.5
2,0.0009765625,1,0.746153846153846,0.5
4,0.0009765625,1,0.746153846153846,0.5
3.0517578125e-05,0.001953125,1,0.746153846153846,0.5
6.103515625e-05,0.001953125,1,0.746153846153846,0.5
0.0001220703125,0.001953125,1,0.746153846153846,0.5
0.000244140625,0.001953125,1,0.746153846153846,0.5
0.00048828125,0.001953125,1,0.746153846153846,0.5
0.0009765625,0.001953125,1,0.746153846153846,0.5
0.001953125,0.001953125,1,0.746153846153846,0.5
0.00390625,0.001953125,1,0.746153846153846,0.5
0.0078125,0.001953125,1,0.746153846153846,0.5
0.015625,0.001953125,1,0.746153846153846,0.5
0.03125,0.001953125,1,0.746153846153846,0.5
0.0625,0.001953125,1,0.746153846153846,0.5
0.125,0.001953125,1,0.746153846153846,0.5
0.25,0.001953125,1,0.746153846153846,0.5
0.5,0.001953125,1,0.746153846153846,0.5
1,0.001953125,1,0.746153846153846,0.5
2,0.001953125,1,0.746153846153846,0.5
3.0517578125e-05,0.00390625,1,0.746153846153846,0.5
6.103515625e-05,0.00390625,1,0.746153846153846,0.5
0.0001220703125,0.00390625,1,0.746153846153846,0.5
0.000244140625,0.00390625,1,0.746153846153846,0.5
0.00048828125,0.00390625,1,0.746153846153846,0.5
0.0009765625,0.00390625,1,0.746153846153846,0.5
0.001953125,0.00390625,1,0.746153846153846,0.5
0.00390625,0.00390625,1,0.746153846153846,0.5
0.0078125,0.00390625,1,0.746153846153846,0.5
0.015625,0.00390625,1,0.746153846153846,0.5
0.03125,0.00390625,1,0.746153846153846,0.5
0.0625,0.00390625,1,0.746153846153846,0.5
0.125,0.00390625,1,0.746153846153846,0.5
0.25,0.00390625,1,0.746153846153846,0.5
0.5,0.00390625,1,0.746153846153846,0.5
1,0.00390625,1,0.746153846153846,0.5
3.0517578125e-05,0.0078125,1,0.746153846153846,0.5
6.103515625e-05,0.0078125,1,0.746153846153846,0.5
0.0001220703125,0.0078125,1,0.746153846153846,0.5
0.000244140625,0.0078125,1,0.746153846153846,0.5
0.00048828125,0.0078125,1,0.746153846153846,0.5
0.0009765625,0.0078125,1,0.746153846153846,0.5
0.001953125,0.0078125,1,0.746153846153846,0.5
0.00390625,0.0078125,1,0.746153846153846,0.5
0.0078125,0.0078125,1,0.746153846153846,0.5
0.015625,0.0078125,1,0.746153846153846,0.5
0.03125,0.0078125,1,0.746153846153846,0.5
0.0625,0.0078125,1,0.746153846153846,0.5
0.125,0.0078125,1,0.746153846153846,0.5
0.25,0.0078125,1,0.746153846153846,0.5
0.5,0.0078125,1,0.746153846153846,0.5
3.0517578125e-05,0.015625,1,0.746153846153846,0.5
6.103515625e-05,0.015625,1,0.746153846153846,0.5
0.0001220703125,0.015625,1,0.746153846153846,0.5
0.000244140625,0.015625,1,0.746153846153846,0.5
0.00048828125,0.015625,1,0.746153846153846,0.5
0.0009765625,0.015625,1,0.746153846153846,0.5
0.001953125,0.015625,1,0.746153846153846,0.5
0.00390625,0.015625,1,0.746153846153846,0.5
0.0078125,0.015625,1,0.746153846153846,0.5
0.015625,0.015625,1,0.746153846153846,0.5
0.03125,0.015625,1,0.746153846153846,0.5
0.0625,0.015625,1,0.746153846153846,0.5
0.125,0.015625,1,0.746153846153846,0.5
0.25,0.015625,1,0.746153846153846,0.5
3.0517578125e-05,0.03125,1,0.746153846153846,0.5
6.103515625e-05,0.03125,1,0.746153846153846,0.5
0.0001220703125,0.03125,1,0.746153846153846,0.5
0.000244140625,0.03125,1,0.746153846153846,0.5
0.00048828125,0.03125,1,0.746153846153846,0.5
0.0009765625,0.03125,1,0.746153846153846,0.5
0.001953125,0.03125,1,0.746153846153846,0.5
0.00390625,0.03125,1,0.746153846153846,0.5
0.0078125,0.03125,1,0.746153846153846,0.5
0.015625,0.03125,1,0.746153846153846,0.5
0.03125,0.03125,1,0.746153846153846,0.5
0.0625,0.03125,1,0.746153846153846,0.5
0.125,0.03125,1,0.746153846153846,0.5
3.0517578125e-05,0.0625,1,0.746153846153846,0.5
6.103515625e-05,0.0625,1,0.746153846153846,0.5
0.0001220703125,0.0625,1,0.746153846153846,0.5
0.000244140625,0.0625,1,0.746153846153846,0.5
0.00048828125,0.0625,1,0.746153846153846,0.5
0.0009765625,0.0625,1,0.746153846153846,0.5
0.001953125,0.0625,1,0.746153846153846,0.5
0.00390625,0.0625,1,0.746153846153846,0.5
0.0078125,0.0625,1,0.746153846153846,0.5
0.015625,0.0625,1,0.746153846153846,0.5
0.03125,0.0625,1,0.746153846153846,0.5
0.0625,0.0625,1,0.746153846153846,0.5
3.0517578125e-05,0.125,1,0.746153846153846,0.5
6.103515625e-05,0.125,1,0.746153846153846,0.5
0.0001220703125,0.125,1,0.746153846153846,0.5
0.000244140625,0.125,1,0.746153846153846,0.5
0.00048828125,0.125,1,0.746153846153846,0.5
0.0009765625,0.125,1,0.746153846153846,0.5
0.001953125,0.125,1,0.746153846153846,0.5
0.00390625,0.125,1,0.746153846153846,0.5
0.0078125,0.125,1,0.746153846153846,0.5
0.015625,0.125,1,0.746153846153846,0.5
0.03125,0.125,1,0.746153846153846,0.5
3.0517578125e-05,0.25,1,0.746153846153846,0.5
6.103515625e-05,0.25,1,0.746153846153846,0.5
0.0001220703125,0.25,1,0.746153846153846,0.5
0.000244140625,0.25,1,0.746153846153846,0.5
0.00048828125,0.25,1,0.746153846153846,0.5
0.0009765625,0.25,1,0.746153846153846,0.5
0.001953125,0.25,1,0.746153846153846,0.5
0.00390625,0.25,1,0.746153846153846,0.5
0.0078125,0.25,1,0.746153846153846,0.5
0.015625,0.25,1,0.746153846153846,0.5
3.0517578125e-05,0.5,1,0.746153846153846,0.5
6.103515625e-05,0.5,1,0.746153846153846,0.5
0.0001220703125,0.5,1,0.746153846153846,0.5
0.000244140625,0.5,1,0.746153846153846,0.5
0.00048828125,0.5,1,0.746153846153846,0.5
0.0009765625,0.5,1,0.746153846153846,0.5
0.001953125,0.5,1,0.746153846153846,0.5
0.00390625,0.5,1,0.746153846153846,0.5
0.0078125,0.5,1,0.746153846153846,0.5
3.0517578125e-05,1,1,0.746153846153846,0.5
6.103515625e-05,1,1,0.746153846153846,0.5
0.0001220703125,1,1,0.746153846153846,0.5
0.000244140625,1,1,0.746153846153846,0.5
0.00048828125,1,1,0.746153846153846,0.5
0.0009765625,1,1,0.746153846153846,0.5
0.001953125,1,1,0.746153846153846,0.5
0.00390625,1,1,0.746153846153846,0.5
3.0517578125e-05,2,1,0.746153846153846,0.5
6.103515625e-05,2,1,0.746153846153846,0.5
0.0001220703125,2,1,0.746153846153846,0.5
0.000244140625,2,1,0.746153846153846,0.5
0.00048828125,2,1,0.746153846153846,0.5
0.0009765625,2,1,0.746153846153846,0.5
0.001953125,2,1,0.746153846153846,0.5
3.0517578125e-05,4,1,0.746153846153846,0.5
6.103515625e-05,4,1,0.746153846153846,0.5
0.0001220703125,4,1,0.746153846153846,0.5
0.000244140625,4,1,0.746153846153846,0.5
0.00048828125,4,1,0.746153846153846,0.5
0.0009765625,4,1,0.746153846153846,0.5
3.0517578125e-05,8,1,0.746153846153846,0.5
6.103515625e-05,8,1,0.746153846153846,0.5
0.0001220703125,8,1,0.746153846153846,0.5
0.000244140625,8,1,0.746153846153846,0.5
0.00048828125,8,1,0.746153846153846,0.5
3.0517578125e-05,3.0517578125e-05,2,0.746153846153846,0.5
6.103515625e-05,3.0517578125e-05,2,0.746153846153846,0.5
0.0001220703125,3.0517578125e-05,2,0.746153846153846,0.5
0.000244140625,3.0517578125e-05,2,0.746153846153846,0.5
0.00048828125,3.0517578125e-05,2,0.746153846153846,0.5
0.0009765625,3.0517578125e-05,2,0.746153846153846,0.5
0.001953125,3.0517578125e-05,2,0.746153846153846,0.5
0.00390625,3.0517578125e-05,2,0.746153846153846,0.5
0.0078125,3.0517578125e-05,2,0.746153846153846,0.5
0.015625,3.0517578125e-05,2,0.746153846153846,0.5
0.03125,3.0517578125e-05,2,0.746153846153846,0.5
0.0625,3.0517578125e-05,2,0.746153846153846,0.5
0.125,3.0517578125e-05,2,0.746153846153846,0.5
0.25,3.0517578125e-05,2,0.746153846153846,0.5
0.5,3.0517578125e-05,2,0.746153846153846,0.5
1,3.0517578125e-05,2,0.746153846153846,0.5
2,3.0517578125e-05,2,0.746153846153846,0.5
4,3.0517578125e-05,2,0.746153846153846,0.5
8,3.0517578125e-05,2,0.746153846153846,0.5
16,3.0517578125e-05,2,0.746153846153846,0.5
32,3.0517578125e-05,2,0.746153846153846,0.5
64,3.0517578125e-05,2,0.746153846153846,0.5
3.0517578125e-05,6.103515625e-05,2,0.746153846153846,0.5
6.103515625e-05,6.103515625e-05,2,0.746153846153846,0.5
0.0001220703125,6.103515625e-05,2,0.746153846153846,0.5
0.000244140625,6.103515625e-05,2,0.746153846153846,0.5
0.00048828125,6.103515625e-05,2,0.746153846153846,0.5
0.0009765625,6.103515625e-05,2,0.746153846153846,0.5
0.001953125,6.103515625e-05,2,0.746153846153846,0.5
0.00390625,6.103515625e-05,2,0.746153846153846,0.5
0.0078125,6.103515625e-05,2,0.746153846153846,0.5
0.015625,6.103515625e-05,2,0.746153846153846,0.5
0.03125,6.103515625e-05,2,0.746153846153846,0.5
0.0625,6.103515625e-05,2,0.746153846153846,0.5
0.125,6.103515625e-05,2,0.746153846153846,0.5
0.25,6.103515625e-05,2,0.746153846153846,0.5
0.5,6.103515625e-05,2,0.746153846153846,0.5
1,6.103515625e-05,2,0.746153846153846,0.5
2,6.103515625e-05,2,0.746153846153846,0.5
4,6.103515625e-05,2,0.746153846153846,0.5
8,6.103515625e-05,2,0.746153846153846,0.5
16,6.103515625e-05,2,0.746153846153846,0.5
32,6.103515625e-05,2,0.746153846153846,0.5
64,6.103515625e-05,2,0.746153846153846,0.5
3.0517578125e-05,0.0001220703125,2,0.746153846153846,0.5
6.103515625e-05,0.0001220703125,2,0.746153846153846,0.5
0.0001220703125,0.0001220703125,2,0.746153846153846,0.5
0.000244140625,0.0001220703125,2,0.746153846153846,0.5
0.00048828125,0.0001220703125,2,0.746153846153846,0.5
0.0009765625,0.0001220703125,2,0.746153846153846,0.5
0.001953125,0.0001220703125,2,0.746153846153846,0.5
0.00390625,0.0001220703125,2,0.746153846153846,0.5
0.0078125,0.0001220703125,2,0.746153846153846,0.5
0.015625,0.0001220703125,2,0.746153846153846,0.5
0.03125,0.0001220703125,2,0.746153846153846,0.5
0.0625,0.0001220703125,2,0.746153846153846,0.5
0.125,0.0001220703125,2,0.746153846153846,0.5
0.25,0.0001220703125,2,0.746153846153846,0.5
0.5,0.0001220703125,2,0.746153846153846,0.5
1,0.0001220703125,2,0.746153846153846,0.5
2,0.0001220703125,2,0.746153846153846,0.5
4,0.0001220703125,2,0.746153846153846,0.5
8,0.0001220703125,2,0.746153846153846,0.5
16,0.0001220703125,2,0.746153846153846,0.5
32,0.0001220703125,2,0.746153846153846,0.5
64,0.0001220703125,2,0.746153846153846,0.5
3.0517578125e-05,0.000244140625,2,0.746153846153846,0.5
6.103515625e-05,0.000244140625,2,0.746153846153846,0.5
0.0001220703125,0.000244140625,2,0.746153846153846,0.5
0.000244140625,0.000244140625,2,0.746153846153846,0.5
0.00048828125,0.000244140625,2,0.746153846153846,0.5
0.0009765625,0.000244140625,2,0.746153846153846,0.5
0.001953125,0.000244140625,2,0.746153846153846,0.5
0.00390625,0.000244140625,2,0.746153846153846,0.5
0.0078125,0.000244140625,2,0.746153846153846,0.5
0.015625,0.000244140625,2,0.746153846153846,0.5
0.03125,0.000244140625,2,0.746153846153846,0.5
0.0625,0.000244140625,2,0.746153846153846,0.5
0.125,0.000244140625,2,0.746153846153846,0.5
0.25,0.000244140625,2,0.746153846153846,0.5
0.5,0.000244140625,2,0.746153846153846,0.5
1,0.000244140625,2,0.746153846153846,0.5
2,0.000244140625,2,0.746153846153846,0.5
4,0.000244140625,2,0.746153846153846,0.5
8,0.000244140625,2,0.746153846153846,0.5
16,0.000244140625,2,0.746153846153846,0.5
32,0.000244140625,2,0.746153846153846,0.5
64,0.000244140625,2,0.746153846153846,0.5
3.0517578125e-05,0.00048828125,2,0.746153846153846,0.5
6.103515625e-05,0.00048828125,2,0.746153846153846,0.5
0.0001220703125,0.00048828125,2,0.746153846153846,0.5
0.000244140625,0.00048828125,2,0.746153846153846,0.5
0.00048828125,0.00048828125,2,0.746153846153846,0.5
0.0009765625,0.00048828125,2,0.746153846153846,0.5
0.001953125,0.00048828125,2,0.746153846153846,0.5
0.00390625,0.00048828125,2,0.746153846153846,0.5
0.0078125,0.00048828125,2,0.746153846153846,0.5
0.015625,0.00048828125,2,0.746153846153846,0.5
0.03125,0.00048828125,2,0.746153846153846,0.5
0.0625,0.00048828125,2,0.746153846153846,0.5
0.125,0.00048828125,2,0.746153846153846,0.5
0.25,0.00048828125,2,0.746153846153846,0.5
0.5,0.00048828125,2,0.746153846153846,0.5
1,0.00048828125,2,0.746153846153846,0.5
2,0.00048828125,2,0.746153846153846,0.5
4,0.00048828125,2,0.746153846153846,0.5
8,0.00048828125,2,0.746153846153846,0.5
16,0.00048828125,2,0.746153846153846,0.5
32,0.00048828125,2,0.746153846153846,0.5
64,0.00048828125,2,0.746153846153846,0.5
3.0517578125e-05,0.0009765625,2,0.746153846153846,0.5
6.103515625e-05,0.0009765625,2,0.746153846153846,0.5
0.0001220703125,0.0009765625,2,0.746153846153846,0.5
0.000244140625,0.0009765625,2,0.746153846153846,0.5
0.00048828125,0.0009765625,2,0.746153846153846,0.5
0.0009765625,0.0009765625,2,0.746153846153846,0.5
0.001953125,0.0009765625,2,0.746153846153846,0.5
0.00390625,0.0009765625,2,0.746153846153846,0.5
0.0078125,0.0009765625,2,0.746153846153846,0.5
0.015625,0.0009765625,2,0.746153846153846,0.5
0.03125,0.0009765625,2,0.746153846153846,0.5
0.0625,0.0009765625,2,0.746153846153846,0.5
0.125,0.0009765625,2,0.746153846153846,0.5
0.25,0.0009765625,2,0.746153846153846,0.5
