"","team","year","leag","o_oreb","o_dreb","o_asts","o_pf","o_stl","o_to","o_blk","o_pts","won","lost","o_fgp","o_3pp","o_ftp"
"1146","NOH",2003,"N",13.3048780487805,29.4878048780488,20.9268292682927,20.9268292682927,8.63414634146342,14.0853658536585,4.21951219512195,91.8170731707317,41,41,0.419682059046177,0.318727490996399,0.750645327826536
"1147","NYK",2003,"N",11.5853658536585,31.0121951219512,20.6707317073171,23.1341463414634,7.41463414634146,15.280487804878,4.76829268292683,91.9756097560976,39,43,0.442346077076616,0.364125560538117,0.793302540415704
"1148","ORL",2003,"N",12.2317073170732,28.6585365853659,19.3170731707317,21.2682926829268,6.67073170731707,12.9634146341463,3.75609756097561,94.0365853658537,21,61,0.429078014184397,0.34375,0.737
"1149","PHI",2003,"N",11.4756097560976,29.3658536585366,20,20.7439024390244,7.97560975609756,14.719512195122,4.36585365853659,87.9878048780488,33,49,0.428434504792332,0.341733870967742,0.752613240418119
"1150","PHO",2003,"N",11.2682926829268,29.3414634146341,19.3414634146341,22.7073170731707,8.95121951219512,14.6707317073171,4.67073170731707,94.1829268292683,29,53,0.443411782341478,0.345257903494176,0.746380697050938
"1151","POR",2003,"N",12.6829268292683,28.9756097560976,21.5609756097561,18.9512195121951,7.47560975609756,13.8292682926829,5.41463414634146,90.7317073170732,41,41,0.448121230864388,0.345735027223231,0.730902777777778
"1152","SAC",2003,"N",10.8292682926829,30.390243902439,26.2439024390244,19.3414634146341,8.65853658536585,13.5,3.96341463414634,102.841463414634,55,27,0.462375204887498,0.401201602136182,0.795499021526419
"1153","SAS",2003,"N",12.5365853658537,32.5487804878049,20.4390243902439,20.3292682926829,8.0609756097561,14.0853658536585,6.54878048780488,91.4756097560976,57,25,0.441715884364315,0.357894736842105,0.681005316578057
"1154","SEA",2003,"N",11.0609756097561,28.2682926829268,21.7317073170732,21.7439024390244,8.0609756097561,13.7560975609756,4.71951219512195,97.1219512195122,37,45,0.44597875569044,0.37345041322314,0.764870931537598
"1155","TOR",2003,"N",10.1219512195122,29.5,19.1951219512195,21.3170731707317,7.36585365853659,13.2926829268293,4.89024390243902,85.4390243902439,33,49,0.418084436042848,0.356259659969088,0.74969696969697
"1156","UTA",2003,"N",13.4512195121951,27.7073170731707,20.3780487804878,25.5487804878049,7.10975609756098,15.3048780487805,6.02439024390244,88.6707317073171,42,40,0.435909901150543,0.320610687022901,0.746017296313154
"1157","WAS",2003,"N",13.5975609756098,29.1707317073171,18.7439024390244,20.8780487804878,8.9390243902439,16.719512195122,4.95121951219512,91.8048780487805,25,57,0.420683343502135,0.341213553979511,0.714156490275893
"1158","ATL",2004,"N",13.4146341463415,28.4756097560976,19.6829268292683,24.5,7.67073170731707,16.0853658536585,4.19512195121951,92.7439024390244,13,69,0.440947242206235,0.312435765673176,0.710631895687061
"1159","BOS",2004,"N",11.0853658536585,29.7317073170732,22.0731707317073,24.390243902439,8.13414634146342,15.8170731707317,5.15853658536585,101.268292682927,45,37,0.467823682998003,0.349041533546326,0.764098148945329
"1160","CHI",2004,"N",12.2073170731707,31.5975609756098,21.2560975609756,24.7317073170732,7.02439024390244,16.719512195122,4.5,94.4512195121951,47,35,0.432190533980583,0.356594556873692,0.75
"1161","CHR",2004,"N",13.2073170731707,28.4756097560976,21.8780487804878,23.0853658536585,8.47560975609756,14.5365853658537,5.36585365853659,94.2560975609756,18,64,0.431695582446421,0.36322360953462,0.709446564885496
"1162","CLE",2004,"N",13.6219512195122,28.6829268292683,22.5731707317073,22.5609756097561,7.97560975609756,13.9146341463415,5.6219512195122,96.5121951219512,42,40,0.447136234484821,0.331858407079646,0.751609935602576
"1163","DAL",2004,"N",12.0731707317073,30.8536585365854,19.6341463414634,22.280487804878,8.63414634146342,13.4390243902439,5.6219512195122,102.5,58,24,0.457031833806606,0.363707776904949,0.789109766637856
"1164","DEN",2004,"N",11.7926829268293,30.1585365853659,23.8780487804878,22.9024390243902,9.14634146341463,14.9268292682927,5.96341463414634,99.5243902439024,49,33,0.459259259259259,0.340425531914894,0.763078253350627
"1165","DET",2004,"N",12.8536585365854,30.5731707317073,21.7926829268293,19.9756097560976,7.02439024390244,13.8170731707317,6.0609756097561,93.3292682926829,54,28,0.444011836162591,0.344729344729345,0.738604651162791
"1166","GSW",2004,"N",13.0365853658537,29.7073170731707,22.0853658536585,22.3536585365854,7.82926829268293,13.5609756097561,5.1219512195122,98.7073170731707,34,48,0.43031680636454,0.351747463359639,0.722250639386189
"1167","HOU",2004,"N",10.6585365853659,31.719512195122,21.1341463414634,22.0243902439024,6.86585365853659,13.8414634146341,4.60975609756098,95.0731707317073,51,31,0.443371241626422,0.363576594345825,0.780966767371601
"1168","IND",2004,"N",10.5853658536585,29.4878048780488,18.1585365853659,23.0365853658537,7.5,14.3048780487805,4.35365853658537,93,44,38,0.432485005673529,0.344126984126984,0.792384406165004
"1169","LAC",2004,"N",11.9512195121951,29.9390243902439,23.1829268292683,22.1829268292683,7.30487804878049,15.7317073170732,5.14634146341463,95.719512195122,37,45,0.459170854271357,0.345291479820628,0.778364116094987
"1170","LAL",2004,"N",12.5365853658537,30.6219512195122,20.390243902439,21.8658536585366,6.19512195121951,14.3414634146341,4.19512195121951,98.719512195122,34,48,0.436717453612913,0.355016538037486,0.777257838090781
"1171","MEM",2004,"N",10.8170731707317,28.1341463414634,20.9268292682927,23.2926829268293,8.52439024390244,14.5975609756098,5.80487804878049,93.4268292682927,45,37,0.446818689204274,0.357335127860027,0.75395256916996
"1172","MIA",2004,"N",10.8170731707317,32.1829268292683,21.8292682926829,22.1219512195122,6.4390243902439,13.7439024390244,5.78048780487805,101.548780487805,59,23,0.486337939698492,0.376984126984127,0.672343876723439
"1173","MIL",2004,"N",12.0121951219512,29.3292682926829,20.9756097560976,21.9146341463415,6.45121951219512,13.8048780487805,3.52439024390244,97.2317073170732,30,52,0.450455927051672,0.351351351351351,0.771646478241364
"1174","MIN",2004,"N",11.5487804878049,31.4634146341463,23.390243902439,21.6341463414634,5.60975609756098,13.1585365853659,5.45121951219512,96.7560975609756,44,38,0.45934530095037,0.344978165938865,0.796153846153846
"1175","NJN",2004,"N",10.4268292682927,29.109756097561,21.609756097561,24.1951219512195,7.92682926829268,14.1829268292683,3.75609756097561,91.4146341463415,42,40,0.428883003583113,0.361596009975062,0.762628739578225
"1176","NOH",2004,"N",12.4268292682927,27.8170731707317,21.0243902439024,22.9634146341463,6.70731707317073,14.8414634146341,3.78048780487805,88.4390243902439,18,64,0.414645308924485,0.315349544072948,0.765573770491803
"1177","NYK",2004,"N",11.7682926829268,29.1829268292683,20.3048780487805,23.6829268292683,7.67073170731707,14.6829268292683,3.17073170731707,97.280487804878,33,49,0.451280497045007,0.355645161290323,0.766990291262136
"1178","ORL",2004,"N",12.6585365853659,31.0243902439024,19.3048780487805,23.6219512195122,7.71951219512195,16.1219512195122,5.3780487804878,99.5121951219512,36,46,0.454259619703548,0.349344978165939,0.758886509635974
"1179","PHI",2004,"N",11.0853658536585,30.9268292682927,20.8536585365854,22.9024390243902,9.21951219512195,15.5365853658537,3.91463414634146,99.1219512195122,43,39,0.437351543942993,0.34755677907777,0.788969917958067
"1180","PHO",2004,"N",11.7926829268293,32.3414634146341,23.5,19.0609756097561,6.97560975609756,13.719512195122,5.52439024390244,110.414634146341,62,20,0.47748646337988,0.3928923988154,0.748076923076923
"1181","POR",2004,"N",11.8292682926829,29.3170731707317,21,20.7560975609756,7.10975609756098,15.9390243902439,6.63414634146341,92.9390243902439,27,55,0.450949859856742,0.361757105943152,0.724794238683128
"1182","SAC",2004,"N",12.4756097560976,29.9390243902439,24.4512195121951,20.5365853658537,8.21951219512195,13.0853658536585,3.85365853658537,103.719512195122,50,32,0.459014044138722,0.373925501432665,0.786926147704591
"1183","SAS",2004,"N",12.0365853658537,30.3536585365854,21.5975609756098,20.9268292682927,7.47560975609756,13.7317073170732,6.6219512195122,96.1951219512195,59,23,0.453178294573643,0.363440860215054,0.724056603773585
"1184","SEA",2004,"N",12.6951219512195,28.1829268292683,18.1341463414634,23.6951219512195,6.74390243902439,13.5731707317073,4.1219512195122,98.9390243902439,52,30,0.44352108341028,0.365131578947368,0.789770061004223
"1185","TOR",2004,"N",10.2926829268293,29.8048780487805,20.3658536585366,22.8658536585366,7.57317073170732,13.2560975609756,3.86585365853659,99.7317073170732,33,49,0.443509615384615,0.385484830458061,0.773917182294146
"1186","UTA",2004,"N",12.7682926829268,27.3536585365854,22.2682926829268,26.6951219512195,6.59756097560976,15.7560975609756,4.5609756097561,92.9878048780488,26,56,0.448817647992382,0.328083989501312,0.756602112676056
"1187","WAS",2004,"N",13.8170731707317,28.9512195121951,19.0609756097561,22.0243902439024,8.73170731707317,14.3048780487805,4.23170731707317,100.5,45,37,0.436561672063586,0.343124165554072,0.724959612277868
